X,Y,X,Y,id,name,area,nbikes,nempty
-0.143495266,51.5099923,-0.143495266,51.5099923,"53",Grafton Street,Mayfair,"0","18"
-0.094475072,51.52174785,-0.094475072,51.52174785,"54",Golden Lane,Barbican,"0","25"
-0.086685542,51.51707521,-0.086685542,51.51707521,"55",Finsbury Circus,Liverpool Street,"0","29"
-0.154701411,51.52058381,-0.154701411,51.52058381,"56",Paddington Street,Marylebone,"10","2"
-0.120202614,51.52334672,-0.120202614,51.52334672,"57",Guilford Street,Bloomsbury,"0","38"
-0.079248081,51.52452699,-0.079248081,51.52452699,"58",New Inn Yard,Shoreditch,"9","10"
-0.114329032,51.53176825,-0.114329032,51.53176825,"59",Rodney Street,Angel,"4","25"
-0.172190727,51.52644828,-0.172190727,51.52644828,"60",Lisson Grove,St. John's Wood,"8","10"
-0.089446947,51.49738251,-0.089446947,51.49738251,"61",Great Dover Street,Borough,"29","3"
-0.106323685,51.4907579,-0.106323685,51.4907579,"62",Cotton Garden Estate,Kennington,"14","10"
-0.089782579,51.53089041,-0.089782579,51.53089041,"63",Murray Grove,Hoxton,"17","10"
-0.124749274,51.50946212,-0.124749274,51.50946212,"64",William IV Street,Strand,"8","13"
-0.13518856,51.52522753,-0.13518856,51.52522753,"65",Gower Place,Euston,"0","17"
-0.108657431,51.51795029,-0.108657431,51.51795029,"66",Holborn Circus,Holborn,"0","37"
-0.108028472,51.51882555,-0.108028472,51.51882555,"67",Hatton Garden,Holborn,"1","27"
-0.116688468,51.52059681,-0.116688468,51.52059681,"68",Theobalds Road,Holborn,"0","24"
-0.134407652,51.5262363,-0.134407652,51.5262363,"69",Euston Road,Euston,"3","20"
-0.117069978,51.53136059,-0.117069978,51.53136059,"70",Calshot Street,King's Cross,"24","0"
-0.098850915,51.5154186,-0.098850915,51.5154186,"71",Newgate Street,St. Paul's,"4","28"
-0.108340165,51.52352001,-0.108340165,51.52352001,"72",Farringdon Lane,Clerkenwell,"8","8"
-0.088486188,51.52572618,-0.088486188,51.52572618,"73",Old Street Station,St. Luke's,"1","36"
-0.124469948,51.48591714,-0.124469948,51.48591714,"74",Vauxhall Cross,Vauxhall,"14","2"
-0.105480698,51.53219984,-0.105480698,51.53219984,"75",Torrens Street,Angel,"3","16"
-0.144083893,51.52559505,-0.144083893,51.52559505,"76",Longford Street,Regent's Park,"5","16"
-0.124121774,51.52341837,-0.124121774,51.52341837,"77",Russell Square Station,Bloomsbury,"14","10"
-0.099489485,51.52486887,-0.099489485,51.52486887,"78",Sadlers Sports Centre,Finsbury,"6","10"
-0.102091246,51.50069361,-0.102091246,51.50069361,"80",Webber Street,Southwark,"10","14"
-0.141327271,51.52025302,-0.141327271,51.52025302,"81",Great Titchfield Street,Fitzrovia,"0","19"
-0.111257,51.514274,-0.111257,51.514274,"82",Chancery Lane,Holborn,"0","15"
-0.131510949,51.50963938,-0.131510949,51.50963938,"83",Panton Street,West End,"0","19"
-0.111778348,51.51593725,-0.111778348,51.51593725,"84",Breams Buildings,Holborn,"0","25"
-0.078600401,51.50064702,-0.078600401,51.50064702,"85",Tanner Street,Bermondsey,"12","6"
-0.115156562,51.48947903,-0.115156562,51.48947903,"86",Sancroft Street,Vauxhall,"19","5"
-0.079684557,51.51646835,-0.079684557,51.51646835,"87",Devonshire Square,Liverpool Street,"0","16"
-0.132053392,51.51858757,-0.132053392,51.51858757,"88",Bayley Street,Bloomsbury,"0","25"
-0.123509611,51.5262503,-0.123509611,51.5262503,"89",Tavistock Place,Bloomsbury,"11","5"
-0.139174593,51.53301907,-0.139174593,51.53301907,"90",Harrington Square,Camden Town,"18","9"
-0.111014912,51.49368637,-0.111014912,51.49368637,"91",Walnut Tree Walk,Vauxhall,"18","1"
-0.100440521,51.49889832,-0.100440521,51.49889832,"92",Borough Road,Elephant & Castle,"26","15"
-0.109025404,51.53440868,-0.109025404,51.53440868,"93",Cloudesley Road,Angel,"19","18"
-0.085814489,51.49506109,-0.085814489,51.49506109,"94",Bricklayers Arms,Borough,"27","1"
-0.097340162,51.5208417,-0.097340162,51.5208417,"95",Aldersgate Street,Barbican,"0","14"
-0.078505384,51.53095071,-0.078505384,51.53095071,"96",Falkirk Street,Hoxton,"16","9"
-0.183834706,51.49792478,-0.183834706,51.49792478,"97",Gloucester Road (North),Kensington,"11","7"
-0.138231303,51.52554222,-0.138231303,51.52554222,"98",Hampstead Road,Euston,"20","34"
-0.158264483,51.51457763,-0.158264483,51.51457763,"99",Old Quebec Street,Marylebone,"0","16"
-0.122806861,51.49043573,-0.122806861,51.49043573,"100",Albert Embankment,Vauxhall,"16","8"
-0.0929401,51.51155322,-0.0929401,51.51155322,"101",Queen Street,Bank,"3","18"
-0.076793375,51.51340693,-0.076793375,51.51340693,"102",Jewry Street,Aldgate,"0","17"
-0.192538767,51.50472376,-0.192538767,51.50472376,"103",Vicarage Gate,Kensington,"9","9"
-0.077121322,51.51159481,-0.077121322,51.51159481,"104",Crosswall,Tower,"14","18"
-0.190240716,51.51552971,-0.190240716,51.51552971,"105",Westbourne Grove,Bayswater,"15","7"
-0.147301667,51.51410514,-0.147301667,51.51410514,"106",Woodstock Street,Mayfair,"0","21"
-0.096317627,51.52600832,-0.096317627,51.52600832,"107",Finsbury Leisure Centre,St. Luke's,"9","9"
-0.132102166,51.49812559,-0.132102166,51.49812559,"108",Abbey Orchard Street,Westminster,"1","27"
-0.132328837,51.51563144,-0.132328837,51.51563144,"109",Soho Square,Soho,"0","29"
-0.172528678,51.53304322,-0.172528678,51.53304322,"110",Wellington Road,St. John's Wood,"10","7"
-0.157275636,51.5100172,-0.157275636,51.5100172,"111",Park Lane,Hyde Park,"1","26"
-0.105270275,51.51580998,-0.105270275,51.51580998,"112",Stonecutter Street,Holborn,"2","43"
-0.183289032,51.49646288,-0.183289032,51.49646288,"113",Gloucester Road (Central),South Kensington,"13","3"
-0.158963647,51.52451738,-0.158963647,51.52451738,"114",Park Road (Baker Street),Regent's Park,"9","11"
-0.073537654,51.51423368,-0.073537654,51.51423368,"115",Braham Street,Aldgate,"1","31"
-0.141423695,51.51449962,-0.141423695,51.51449962,"116",Little Argyll Street,West End,"0","21"
-0.114934001,51.49288067,-0.114934001,51.49288067,"117",Lollard Street,Vauxhall,"20","5"
-0.13547809,51.49582705,-0.13547809,51.49582705,"118",Rochester Row,Westminster,"12","1"
-0.090847761,51.52589324,-0.090847761,51.52589324,"119",Bath Street,St. Luke's,"2","16"
-0.093080779,51.51573534,-0.093080779,51.51573534,"120",The Guildhall,Guildhall,"0","17"
-0.156166631,51.51891348,-0.156166631,51.51891348,"121",Baker Street,Marylebone,"0","20"
-0.078869751,51.52111369,-0.078869751,51.52111369,"122",Norton Folgate,Liverpool Street,"3","18"
-0.104724625,51.52836014,-0.104724625,51.52836014,"123",St. John Street,Finsbury,"5","13"
-0.150905245,51.49654462,-0.150905245,51.49654462,"124",Eaton Square,Belgravia,"5","14"
-0.094524319,51.50069491,-0.094524319,51.50069491,"125",Borough High Street,The Borough,"3","17"
-0.096496865,51.51782144,-0.096496865,51.51782144,"126",Museum of London,Barbican,"0","52"
-0.09388536,51.51700801,-0.09388536,51.51700801,"127",Wood Street,Guildhall,"0","16"
-0.185296516,51.49536226,-0.185296516,51.49536226,"128",Emperor's Gate,South Kensington,"21","1"
-0.137043852,51.5118973,-0.137043852,51.5118973,"129",Golden Square,Soho,"0","17"
-0.075459482,51.50950627,-0.075459482,51.50950627,"130",Tower Gardens,Tower,"9","14"
-0.136792671,51.53300545,-0.136792671,51.53300545,"131",Eversholt Street,Camden Town,"12","4"
-0.074754872,51.52364804,-0.074754872,51.52364804,"132",Bethnal Green Road,Shoreditch,"14","22"
-0.191462381,51.50136494,-0.191462381,51.50136494,"133",Derry Street,Kensington,"0","17"
-0.06797,51.504904,-0.06797,51.504904,"134",Wapping High Street,Wapping,"20","0"
-0.104708922,51.52326004,-0.104708922,51.52326004,"135",Clerkenwell Green,Clerkenwell,"2","19"
-0.097441687,51.51196176,-0.097441687,51.51196176,"136",Queen Victoria Street,St. Paul's,"0","32"
-0.153319609,51.49087475,-0.153319609,51.49087475,"137",Bourne Street,Belgravia,"8","8"
-0.157436972,51.51227622,-0.157436972,51.51227622,"138",Green Street,Mayfair,"0","19"
-0.117974901,51.49488108,-0.117974901,51.49488108,"139",Lambeth Road,Vauxhall,"6","12"
-0.085634242,51.52096262,-0.085634242,51.52096262,"140",Finsbury Square,Moorgate,"0","33"
-0.147203711,51.51530805,-0.147203711,51.51530805,"141",Chapel Place,Marylebone,"0","29"
-0.198286569,51.49372451,-0.198286569,51.49372451,"142",West Cromwell Road,Earl's Court,"19","4"
-0.161203828,51.4968865,-0.161203828,51.4968865,"143",Pont Street,Knightsbridge,"15","9"
-0.111435796,51.48894022,-0.111435796,51.48894022,"144",Kennington Cross,Kennington,"42","5"
-0.202759212,51.50074359,-0.202759212,51.50074359,"145",Ilchester Place,Kensington,"19","4"
-0.129361842,51.48836528,-0.129361842,51.48836528,"146",Vauxhall Bridge,Pimlico,"32","3"
-0.11614642,51.51494305,-0.11614642,51.51494305,"147",Portugal Street,Holborn,"4","11"
-0.138364847,51.49211134,-0.138364847,51.49211134,"148",Tachbrook Street,Victoria,"11","3"
-0.110683213,51.48478899,-0.110683213,51.48478899,"149",Kennington Road Post Office,Oval,"17","1"
-0.168917077,51.49705603,-0.168917077,51.49705603,"150",Holy Trinity Brompton,Knightsbridge,"1","27"
-0.201554966,51.51213691,-0.201554966,51.51213691,"151",Chepstow Villas,Notting Hill,"3","22"
-0.101536865,51.49217002,-0.101536865,51.49217002,"152",Hampton Street,Walworth,"16","5"
-0.174292825,51.51183419,-0.174292825,51.51183419,"153",Bayswater Road,Hyde Park,"21","5"
-0.11282408,51.50379168,-0.11282408,51.50379168,"154",Waterloo Station 3,Waterloo,"26","8"
-0.191933711,51.49586666,-0.191933711,51.49586666,"155",Lexham Gardens,Kensington,"12","4"
-0.092921165,51.49443626,-0.092921165,51.49443626,"156",New Kent Road,Borough,"30","2"
-0.193068385,51.50039792,-0.193068385,51.50039792,"157",Wright's Lane,Kensington,"10","26"
-0.196170309,51.49085368,-0.196170309,51.49085368,"158",Trebovir Road,Earl's Court,"7","11"
-0.137841333,51.51461995,-0.137841333,51.51461995,"159",Great Marlborough Street,Soho,"0","38"
-0.131773845,51.50663341,-0.131773845,51.50663341,"160",Waterloo Place,St. James's,"0","20"
-0.141334487,51.49234577,-0.141334487,51.49234577,"161",Guildhouse Street,Victoria,"4","12"
-0.121328408,51.51760685,-0.121328408,51.51760685,"162",Southampton Place,Holborn,"0","20"
-0.167894973,51.4931848,-0.167894973,51.4931848,"163",Sloane Avenue,Knightsbridge,"14","16"
-0.183118788,51.515607,-0.183118788,51.515607,"164",Cleveland Gardens,Bayswater,"12","4"
-0.183716959,51.517932,-0.183716959,51.517932,"165",Orsett Terrace,Bayswater,"2","13"
-0.159237081,51.50185512,-0.159237081,51.50185512,"166",Seville Street,Knightsbridge,"0","26"
-0.147624377,51.49395092,-0.147624377,51.49395092,"167",Eccleston Place,Victoria,"3","16"
-0.195455928,51.50040123,-0.195455928,51.50040123,"168",Argyll Road,Kensington,"3","14"
-0.165164288,51.51474612,-0.165164288,51.51474612,"169",Porchester Place,Paddington,"12","5"
-0.108068155,51.52784273,-0.108068155,51.52784273,"170",Hardwick Street,Clerkenwell,"8","22"
-0.186753859,51.4916156,-0.186753859,51.4916156,"171",Collingham Gardens,Earl's Court,"11","3"
-0.173715911,51.49121192,-0.173715911,51.49121192,"172",Sumner Place,South Kensington,"4","15"
-0.113001,51.50486,-0.113001,51.50486,"173",Waterloo Road,South Bank,"11","4"
-0.115163,51.512529,-0.115163,51.512529,"174",Strand,Strand,"12","22"
-0.0811189,51.52174384,-0.0811189,51.52174384,"175",Appold Street,Liverpool Street,"0","24"
-0.188098863,51.51791921,-0.188098863,51.51791921,"176",Gloucester Terrace,Bayswater,"23","0"
-0.140947636,51.49616092,-0.140947636,51.49616092,"177",Ashley Place,Victoria,"17","8"
-0.141923621,51.48985626,-0.141923621,51.48985626,"178",Warwick Square,Pimlico,"18","1"
-0.153645496,51.5129118,-0.153645496,51.5129118,"180",North Audley Street,Mayfair,"0","16"
-0.152317537,51.49941247,-0.152317537,51.49941247,"181",Belgrave Square,Belgravia,"2","19"
-0.165842551,51.52202903,-0.165842551,51.52202903,"182",Bell Street,Marylebone,"8","10"
-0.14521173,51.52071513,-0.14521173,51.52071513,"184",Portland Place,Marylebone,"1","33"
-0.140741432,51.48805753,-0.140741432,51.48805753,"185",Alderney Street,Pimlico,"14","0"
-0.175810943,51.51733558,-0.175810943,51.51733558,"186",South Wharf Road,Paddington,"11","5"
-0.178433004,51.49247977,-0.178433004,51.49247977,"187",Queen's Gate (South),South Kensington,"14","10"
-0.164393768,51.5165179,-0.164393768,51.5165179,"188",Nutford Place,Marylebone,"1","17"
-0.109914711,51.53166681,-0.109914711,51.53166681,"189",Claremont Square,Angel,"4","13"
-0.132845681,51.48997562,-0.132845681,51.48997562,"190",Rampayne Street,Pimlico,"17","4"
-0.153520935,51.50311799,-0.153520935,51.50311799,"191",Hyde Park Corner,Hyde Park,"0","23"
-0.133201961,51.51251523,-0.133201961,51.51251523,"192",Wardour Street,Soho,"0","15"
-0.100186337,51.50581776,-0.100186337,51.50581776,"193",Bankside Mix,Bankside,"17","43"
-0.091773776,51.50462759,-0.091773776,51.50462759,"194",Hop Exchange,The Borough,"22","32"
-0.106237501,51.50724437,-0.106237501,51.50724437,"195",Milroy Walk,South Bank,"8","21"
-0.098497684,51.50368837,-0.098497684,51.50368837,"196",Union Street,The Borough,"13","3"
-0.111606696,51.50556905,-0.111606696,51.50556905,"197",Stamford Street,South Bank,"11","15"
-0.082989638,51.51048489,-0.082989638,51.51048489,"199",Great Tower Street,Monument,"5","16"
-0.066078037,51.51492456,-0.066078037,51.51492456,"200",LMU Commercial Road,Whitechapel,"11","2"
-0.161113413,51.5225965,-0.161113413,51.5225965,"201",Dorset Square,Marylebone,"15","0"
-0.06954201,51.51236389,-0.06954201,51.51236389,"202",Leman Street,Aldgate,"6","30"
-0.100791005,51.51821864,-0.100791005,51.51821864,"203",West Smithfield Rotunda,Farringdon,"6","9"
-0.112432615,51.52659961,-0.112432615,51.52659961,"204",Margery Street,Clerkenwell,"8","10"
-0.06275,51.518144,-0.06275,51.518144,"205",New Road  2,Whitechapel,"13","5"
-0.062697,51.518154,-0.062697,51.518154,"206",New Road 1,Whitechapel,"16","1"
-0.153194766,51.50135267,-0.153194766,51.50135267,"207",Grosvenor Crescent,Belgravia,"1","17"
-0.166304359,51.52505151,-0.166304359,51.52505151,"208",Mallory Street,Marylebone,"8","12"
-0.165101392,51.49358391,-0.165101392,51.49358391,"209",Denyer Street,Knightsbridge,"22","8"
-0.151926305,51.51681444,-0.151926305,51.51681444,"210",Hinde Street,Marylebone,"0","21"
-0.158105512,51.49464523,-0.158105512,51.49464523,"211",Cadogan Place,Knightsbridge,"22","11"
-0.199004026,51.50658458,-0.199004026,51.50658458,"212",Campden Hill Road,Notting Hill,"9","8"
-0.149569201,51.50274025,-0.149569201,51.50274025,"213",Wellington Arch,Hyde Park,"16","19"
-0.130504336,51.52683806,-0.130504336,51.52683806,"214",Endsleigh Gardens,Euston,"21","11"
-0.088285377,51.51906932,-0.088285377,51.51906932,"215",Moorfields,Moorgate,"0","53"
-0.181190899,51.49094565,-0.181190899,51.49094565,"216",Old Brompton Road,South Kensington,"13","17"
-0.082422399,51.51615461,-0.082422399,51.51615461,"217",Wormwood Street,Liverpool Street,"1","14"
-0.170194408,51.48971651,-0.170194408,51.48971651,"218",St. Luke's Church,Chelsea,"12","8"
-0.19039362,51.49016361,-0.19039362,51.49016361,"219",Bramham Gardens,Earl's Court,"15","12"
-0.166485083,51.49066456,-0.166485083,51.49066456,"220",Chelsea Green,Chelsea,"17","9"
-0.13045856,51.49481649,-0.13045856,51.49481649,"221",Horseferry Road,Westminster,"12","3"
-0.155349725,51.50275704,-0.155349725,51.50275704,"222",Knightsbridge,Hyde Park,"0","43"
-0.090220911,51.49148474,-0.090220911,51.49148474,"223",Rodney Road,Walworth,"18","5"
-0.188129731,51.51476963,-0.188129731,51.51476963,"224",Whiteley's,Bayswater,"14","0"
-0.196422,51.50935342,-0.196422,51.50935342,"225",Notting Hill Gate Station,Notting Hill,"5","25"
-0.131961389,51.50844614,-0.131961389,51.50844614,"226",Charles II Street,West End,"0","23"
-0.115480888,51.52891573,-0.115480888,51.52891573,"227",Great Percy Street,Clerkenwell,"17","2"
-0.134621209,51.50742485,-0.134621209,51.50742485,"228",St. James's Square,St. James's,"0","38"
-0.123179697,51.50654321,-0.123179697,51.50654321,"229",Whitehall Place,Strand,"17","7"
-0.103137426,51.50669284,-0.103137426,51.50669284,"230",Poured Lines,Bankside,"22","8"
-0.17873226,51.49396755,-0.17873226,51.49396755,"231",Queen's Gate (Central),South Kensington,"12","18"
-0.112753217,51.51501025,-0.112753217,51.51501025,"232",Carey Street,Holborn,"0","16"
-0.130699733,51.50777049,-0.130699733,51.50777049,"233",Pall Mall East,West End,"0","22"
-0.106992706,51.53450449,-0.106992706,51.53450449,"234",Liverpool Road (N1 Centre),Angel,"21","3"
-0.110889274,51.49571828,-0.110889274,51.49571828,"235",Kennington Road,Vauxhall,"35","1"
-0.073438925,51.51838043,-0.073438925,51.51838043,"236",Fashion Street,Whitechapel,"10","18"
-0.067176443,51.5084448,-0.067176443,51.5084448,"237",Vaughan Way,Wapping,"22","12"
-0.175116099,51.5233534,-0.175116099,51.5233534,"238",Frampton Street,Paddington,"27","5"
-0.138019439,51.52443845,-0.138019439,51.52443845,"239",Warren Street Station,Euston,"1","25"
-0.10569204,51.50545935,-0.10569204,51.50545935,"240",Colombo Street,Southwark,"9","5"
-0.151359288,51.52200801,-0.151359288,51.52200801,"242",Beaumont Street,Marylebone,"5","17"
-0.139625122,51.49096258,-0.139625122,51.49096258,"243",Gloucester Street,Pimlico,"17","6"
-0.128585022,51.51611887,-0.128585022,51.51611887,"244",Earnshaw Street,Covent Garden,"0","17"
-0.142207481,51.4853572,-0.142207481,51.4853572,"245",Grosvenor Road,Pimlico,"16","11"
-0.099994052,51.52285301,-0.099994052,51.52285301,"246",Berry Street,Clerkenwell,"1","38"
-0.168314,51.530052,-0.168314,51.530052,"247",St. John's Wood Church,Regent's Park,"26","21"
-0.170279555,51.50645179,-0.170279555,51.50645179,"248",Triangle Car Park,Hyde Park,"19","8"
-0.096191134,51.49859784,-0.096191134,51.49859784,"249",Harper Road,Borough,"28","14"
-0.162727,51.489932,-0.162727,51.489932,"250",Royal Avenue 1,Chelsea,"0","8"
-0.079249,51.518908,-0.079249,51.518908,"251",Brushfield Street,Liverpool Street,"0","32"
-0.116542278,51.5046364,-0.116542278,51.5046364,"252",Jubilee Gardens,South Bank,"26","3"
-0.086379717,51.53404294,-0.086379717,51.53404294,"253",Shoreditch Park,Hoxton,"30","0"
-0.106408455,51.53051587,-0.106408455,51.53051587,"254",Chadwell Street,Angel,"11","7"
-0.179592915,51.52557531,-0.179592915,51.52557531,"255",Clifton Road,Maida Vale,"21","0"
-0.116764211,51.51362054,-0.116764211,51.51362054,"256",Houghton Street,Strand,"0","15"
-0.154907218,51.52248185,-0.154907218,51.52248185,"257",Westminster University,Marylebone,"11","4"
-0.178656971,51.50143293,-0.178656971,51.50143293,"258",Kensington Gore,Knightsbridge,"8","15"
-0.123247648,51.50494561,-0.123247648,51.50494561,"259",Embankment (Horse Guards),Westminster,"0","29"
-0.135580879,51.5136846,-0.135580879,51.5136846,"260",Broadwick Street,Soho,"0","18"
-0.191351186,51.5134891,-0.191351186,51.5134891,"261",Princes Square,Bayswater,"16","0"
-0.103132904,51.49874469,-0.103132904,51.49874469,"262",LSBU (Borough Road),Elephant & Castle,"27","8"
-0.080660083,51.51422502,-0.080660083,51.51422502,"263",St. Mary Axe,Aldgate,"0","19"
-0.109256828,51.52644342,-0.109256828,51.52644342,"264",Tysoe Street,Clerkenwell,"2","16"
-0.169249375,51.51595344,-0.169249375,51.51595344,"265",Southwick Street,Paddington,"14","3"
-0.180246101,51.50102668,-0.180246101,51.50102668,"266",Queen's Gate (North),Kensington,"0","19"
-0.132224622,51.49206037,-0.132224622,51.49206037,"267",Regency Street,Westminster,"7","12"
-0.144132875,51.49320445,-0.144132875,51.49320445,"268",Belgrave Road,Victoria,"19","10"
-0.089740764,51.50082346,-0.089740764,51.50082346,"269",Empire Square,The Borough,"32","13"
-0.122492418,51.4863434,-0.122492418,51.4863434,"270",Kennington Lane Rail Bridge,Vauxhall,"21","10"
-0.156285395,51.53583617,-0.156285395,51.53583617,"271",London Zoo,Regents Park,"11","21"
-0.110699309,51.50144456,-0.110699309,51.50144456,"272",Baylis Road,Waterloo,"4","16"
-0.114686385,51.50613324,-0.114686385,51.50613324,"273",Belvedere Road,South Bank,"19","17"
-0.20528437,51.49671237,-0.20528437,51.49671237,"274",Warwick Road,Olympia,"18","18"
-0.092176447,51.52004497,-0.092176447,51.52004497,"275",Barbican Centre,Barbican,"0","19"
-0.084985356,51.50930161,-0.084985356,51.50930161,"276",Lower Thames Street,Monument,"0","23"
-0.191496313,51.50315739,-0.191496313,51.50315739,"277",Kensington Church Street,Kensington,"7","8"
-0.07962099,51.5034938,-0.07962099,51.5034938,"278",Tooley Street,Bermondsey,"4","12"
-0.176645823,51.51862243,-0.176645823,51.51862243,"279",North Wharf Road,Paddington,"5","20"
-0.162418,51.490083,-0.162418,51.490083,"280",Royal Avenue 2,Chelsea,"1","8"
-0.127575233,51.49580589,-0.127575233,51.49580589,"281",Smith Square,Westminster,"4","12"
-0.059642081,51.51906446,-0.059642081,51.51906446,"282",Royal London Hospital,Whitechapel,"39","2"
-0.112031483,51.49914063,-0.112031483,51.49914063,"284",Lambeth North Station,Waterloo,"11","9"
-0.174653609,51.5272947,-0.174653609,51.5272947,"286",St. John's Wood Road,St. John's Wood,"16","19"
-0.128377673,51.52367314,-0.128377673,51.52367314,"287",Bedford Way,Bloomsbury,"0","23"
-0.147478734,51.49236962,-0.147478734,51.49236962,"288",Elizabeth Bridge,Victoria,"18","16"
-0.151296092,51.50923022,-0.151296092,51.50923022,"289",South Audley Street,Mayfair,"0","15"
-0.175488803,51.51678023,-0.175488803,51.51678023,"290",Winsland Street,Paddington,"7","5"
-0.138089062,51.48483991,-0.138089062,51.48483991,"291",Claverton Street,Pimlico,"27","4"
-0.165471605,51.49888404,-0.165471605,51.49888404,"292",Montpelier Street,Knightsbridge,"0","15"
-0.209494128,51.49815779,-0.209494128,51.49815779,"293",Kensington Olympia Station,Olympia,"8","17"
-0.135635511,51.488226,-0.135635511,51.488226,"294",St. George's Square,Pimlico,"14","1"
-0.092762704,51.50029631,-0.092762704,51.50029631,"295",Swan Street,The Borough,"21","6"
